marker,qg2471,qg2472,qg2473,qg2474,qg2475,qg2476,qg2477,qg2478,qg2479,qg2480,qg2481,qg2482,qg2483,qg2484,qg2485,qg2486,qg2487,qg2489,qg2490,qg2491,qg2492,qg2493,qg2494,qg2495,qg2496,qg2497,qg2499,qg2500,qg2501,qg2502,qg2503,qg2505,qg2506,qg2507,qg2508,qg2509,qg2510,qg2511,qg2512,qg2513,qg2514,qg2515,qg2516,qg2517,qg2519,qg2520,qg2521,qg2522,qg2523,qg2524,qg2526,qg2527,qg2529,qg2530,qg2531,qg2533,qg2534,qg2535,qg2536,qg2537,qg2538,qg2539,qg2540,qg2541,qg2542,qg2545,qg2546,qg2547,qg2548,qg2549,qg2550,qg2551,qg2552,qg2553,qg2554,qg2555,qg2556,qg2557,qg2559,qg2560,qg2561,qg2562,qg2563,qg2564,qg2565,qg2566,qg2567,qg2568,qg2569,qg2570,qg2571,qg2572,qg2573,qg2574,qg2575,qg2576,qg2577,qg2578,qg2579,qg2580,qg2581,qg2582,qg2583,qg2584,qg2585,qg2587,qg2588,qg2589,qg2590,qg2591,qg2592,qg2593,qg2594,qg2595,qg2596,qg2597,qg2598,qg2599,qg2600
Ctg004.7301,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.7351,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.7401,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.7451,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.7501,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.7551,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.7601,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.7651,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.7701,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.7751,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.7801,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.7851,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.7901,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.7951,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.8001,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.8051,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.8101,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.8151,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.8201,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.8251,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.8301,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.8351,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.8401,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.8451,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.8501,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.8551,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.8601,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.8651,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.8701,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.8751,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.8801,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.8851,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.8901,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.8951,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.9001,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
Ctg004.9051,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA
